""
""
ANTINEUTRÃ“FILOS (ANCA) P,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTIPARIETAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTIPEROXIDASE TIREOIDEANA (ANTI-TPO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
ANTI-RNP,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTI-RO/SSA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTI-Sm,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ASPERGILLUS, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
AVIDEZ DE IGG PARA TOXOPLASMOSE (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,6,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
BETA-2-MICROGLOBULINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"BIOTINIDASE ATIVIDADE DA, QUALITATIVO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
BORRELIOSE DE LYME - IGG,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
BORRELIOSE DE LYME - IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
BRUCELA - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
C1Q,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CA 125,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CA 15-3,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CA 19-9,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CA 72-4,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CADEIAS LEVES LIVRES KAPPA/LAMBDA, DOSAGEM, SANGUE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CANDIDA ALBICANS, ANTICORPOS IGG E/ OU IGM E/ OU TOTAIS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CAXUMBA, IGG E/OU IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CHAGAS IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"CHIKUNGUNYA, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CHLAMYDIA PNEUMONIAE, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CHLAMYDIA PSITTACI, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CHLAMYDIA TRACHOMATIS, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CISTICERCOSE, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CITOMEGALOVÃ�RUS IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CLOSTRIDIUM DIFFICILE, TOXINAS A E B",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
COMPLEMENTO C2,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
COMPLEMENTO C3,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
COMPLEMENTO C4,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
COMPLEMENTO CH-100,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
COMPLEMENTO CH-50,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"COXSACKIE B, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRIOAGLUTININAS, DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRIOGLOBULINAS, CARACTERIZAÃ‡ÃƒO - IMUNOELETROFORESE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRIOGLOBULINAS, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CULTURA OU ESTIMULAÃ‡ÃƒO DOS LINFÃ“CITOS ""IN VITRO"" POR CONCANAVALINA, PHA OU POKEWEED",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"DENGUE, IGG E/OU IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"DENGUE, ANTICORPOS IGG, SORO (TESTE RÃ�PIDO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"DENGUE, ANTICORPOS IGM, SORO (TESTE RÃ�PIDO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ECHOVÃ�RUS, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ENSAIO PARA DOSAGEM DA LIBERAÃ‡ÃƒO DE INTERFERON GAMA  (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,140,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ENTAMOEBA HISTOLYTICA, ANTICORPOS IGG - PESQUISA E/OU DOSAGEM (AMEBÃ�ASE)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ENTAMOEBA HISTOLYTICA, ANTICORPOS IGM - PESQUISA E/OU DOSAGEM (AMEBÃ�ASE)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"EPSTEIN-BARR VÃ�RUS, ANTI-EA (ANTÃ�GENO PRECOCE), IGG",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"EPSTEIN-BARR VÃ�RUS, ANTI-EBNA (ANTÃ�GENO NUCLEAR), IGG",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"EPSTEIN-BARR VÃ�RUS, ANTI-VCA (ANTÃ�GENO DO CAPSÃ�DEO VIRAL), IGG E/OU IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"EQUINOCOCOSE, ANTICORPOS TOTAIS E/ OU IGG",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"FATOR ANTINÃšCLEO, (FAN)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"FATOR B (C3 ATIVADOR, C3A; C3 PROATIVADOR, C3PA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
FATOR REUMATÃ“IDE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"FATOR REUMATÃ“IDE, TESTE DO LÃ�TEX",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
FILARIA SOROLOGIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"GIARDIA, SOROLOGIA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HAEMOPHILUS INFLUENZAE - PESQUISA DE ANTICORPOS - PESQUISA E/OU DOSAGEM EM LÃ�QUIDOS
ORGÃ‚NICOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HELICOBACTER PYLORI - IGA - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HELICOBACTER PYLORI - IGG - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HELICOBACTER PYLORI - IGM - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"HEPATITE A - ANTI-HAV, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HEPATITE B - ANTI-HBC, IGG (ANTI-ANTÃ�GENO ""CORE"" IGG) E/OU IGM (ANTI-ANTÃ�GENO ""CORE"" IGM)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HEPATITE B - ANTI-HBE (ANTI-ANTÃ�GENO ""E"")",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HEPATITE B - ANTI-HBS (ANTI-ANTÃ�GENO DE SUPERFÃ�CIE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HEPATITE B - HBEAG (ANTÃ�GENO ""E"")",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HEPATITE B - HBSAG (ANTÃ�GENO DE SUPERFÃ�CIE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HEPATITE C - ANTI-HCV - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HEPATITE C - ANTI-HCV - IGM - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HEPATITE D - ANTÃ�GENO PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HEPATITE D - ANTI-HDV, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HEPATITE E - IGG/IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HERPES SIMPLES - IGG E/OU IGM (VARICELA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HERPES ZOSTER - IGG / IGM (VARICELA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HISTONA, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HISTOPLASMOSE, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
HIV - ANTÃ�GENO P24,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HIV1 E 2, PESQUISA DE ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HIV1+ HIV2, (DETERMINAÃ‡ÃƒO CONJUNTA), PESQUISA DE ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HTLV1 E 2, PESQUISA DE ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
IGA TOTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IGD,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IGE TOTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IGE POR ALÃ‰RGENO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IGE POR GRUPO ESPECÃ�FICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IGG TOTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"IGG SUBCLASSES (1, 2, 3, 4)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IGM TOTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"IMUNOELETROFORESE, PROTEÃ�NAS SÃ‰RICAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
IMUNOFLUORESCÃŠNCIA DIRETA OU INDIRETA (ANTIFÃ�GADO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
INIBIDOR DE C1 ESTERASE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
LEGIONELLA - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
LEISHMANIOSE - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
LEPTOSPIROSE - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"LEPTOSPIROSE, AGLUTINAÃ‡ÃƒO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"LINFÃ“CITOS T ""HELPER"" (CD-4+), CONTAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"LINFÃ“CITOS T SUPRESSORES (CD-8+), CONTAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"LISTERIOSE, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
MALÃ�RIA - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), IGM, ANTICORPOS (TESTE RÃ�PIDO)",480/2022,02/07/2022,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
MICOPLASMA PNEUMONIAE - IGG E IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"MONONUCLEOSE, ANTICORPOS HETERÃ“FILOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"NITROBLUE TETRAZOLIUM (NBT), TESTE DO, ESTIMULADO E ESPONTÃ‚NEO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
